user_time,system_time,cpu_percent,wallclock_time,max_rss
19.802,0.000,99.96%,19.810,3584
17.702,1.098,99.93%,18.813,3584
19.910,0.122,99.97%,20.039,3456
15.738,3.933,99.96%,19.679,3584
15.907,3.901,99.97%,19.814,3584
19.747,0.073,99.97%,19.826,3584
19.762,0.037,99.97%,19.805,3584
19.772,0.000,99.97%,19.779,3584
15.990,3.915,99.93%,19.920,3584
12.067,8.035,99.96%,20.110,3584
18.807,0.000,99.97%,18.812,3584
18.180,2.759,99.10%,21.130,3584
15.895,3.988,99.97%,19.889,3584
19.946,0.109,99.97%,20.061,3584
19.610,0.000,99.97%,19.615,3584
16.003,3.855,99.96%,19.866,3584
19.757,0.036,99.97%,19.799,3584
15.808,3.985,99.97%,19.799,3584
15.900,4.041,99.97%,19.947,3584
15.918,3.921,99.97%,19.845,3584
15.985,4.052,99.97%,20.042,3584
15.966,3.876,99.97%,19.849,3584
16.057,3.930,99.93%,20.001,3584
19.662,0.001,99.98%,19.667,3584
19.798,0.060,99.96%,19.866,3584
19.834,0.076,99.98%,19.914,3456
13.445,6.623,99.31%,20.207,3584
19.948,0.199,99.98%,20.152,3584
12.029,8.086,99.97%,20.121,3584
19.900,0.117,99.97%,20.022,3584
11.236,7.464,99.96%,18.708,3584
15.779,3.926,99.97%,19.712,3456
19.768,0.020,99.97%,19.793,3456
17.578,1.092,99.96%,18.678,3584
16.105,3.971,99.96%,20.084,3584
15.921,4.043,99.25%,20.115,3584
20.175,0.136,99.98%,20.314,3584
11.781,7.872,99.95%,19.663,3584
18.009,1.486,99.97%,19.502,3584
15.958,4.106,99.96%,20.071,3584
33.354,0.000,99.98%,33.361,3584
15.991,3.887,99.96%,19.885,3456
15.825,3.977,99.96%,19.809,3584
11.896,7.882,99.96%,19.787,3584
18.186,1.508,99.96%,19.701,3456
11.930,7.907,99.97%,19.844,3584
13.290,5.405,99.93%,18.708,3584
17.702,1.132,99.67%,18.896,3584
15.916,4.061,99.97%,19.984,3584
16.012,3.889,99.92%,19.916,3584
15.547,3.636,99.74%,19.233,3584
16.160,3.998,99.95%,20.167,3584
15.873,3.958,99.98%,19.835,3456
19.781,0.013,99.97%,19.800,3584
19.756,0.000,99.42%,19.872,3584
17.846,1.062,99.94%,18.920,3584
11.439,7.529,99.97%,18.974,3584
19.927,0.000,99.96%,19.934,3584
7.930,11.895,99.97%,19.830,3456
11.393,7.444,99.97%,18.843,3584
16.066,3.948,99.68%,20.077,3584
14.021,6.342,99.98%,20.367,3456
15.839,4.007,99.96%,19.854,3584
15.908,3.807,99.96%,19.723,3456
19.767,0.013,99.97%,19.785,3456
11.782,7.834,99.79%,19.657,3584
15.856,3.995,99.97%,19.858,3584
19.728,0.014,99.97%,19.747,3456
17.612,1.055,99.96%,18.674,3456
25.948,4.732,99.97%,30.688,3584
18.842,0.000,99.50%,18.937,3456
15.761,3.786,99.93%,19.560,3456
15.924,3.984,99.70%,19.967,3584
11.512,7.705,99.93%,19.231,3584
15.226,3.607,99.96%,18.841,3584
18.844,0.000,99.97%,18.850,3456
15.942,3.872,99.73%,19.868,3584
11.261,7.546,99.95%,18.816,3456
18.910,0.000,99.97%,18.916,3584
20.031,0.016,99.97%,20.054,3584
11.822,7.847,99.97%,19.675,3584
15.893,3.844,99.97%,19.744,3584
20.017,0.000,99.82%,20.052,3584
15.920,3.865,99.96%,19.793,3456
15.972,3.894,99.97%,19.873,3456
15.897,4.154,99.96%,20.059,3584
15.766,3.777,99.93%,19.557,3584
